,TrueReward,ExpectedReward,NumActions,NumRepeatActions,NumImmediateRepeatActions,EnvSeed,Time,Tau,Cost,MaxActions,Steps,RolloutDepth,ExplorationCoeff,Discretize,Bins,EnvType
0,87.39027441370837,102.13326607811983,134,76,2,5100,40.927270959,0.005,0.05,200,100,3,0.5,True,4,4_72
1,4.883384450756104,11.12729654534121,130,78,3,5101,37.017632102,0.005,0.05,200,100,3,0.5,True,4,4_72
2,81.21494529158007,97.34150448496897,139,80,3,5102,39.234097248,0.005,0.05,200,100,3,0.5,True,4,4_72
3,236.75786954144093,240.83028512622187,175,108,8,5103,57.358002368,0.005,0.05,200,100,3,0.5,True,4,4_72
4,224.41223602245162,216.6160836124303,129,74,3,5104,35.28654814800001,0.005,0.05,200,100,3,0.5,True,4,4_72
5,81.50166144931217,80.454284950625,201,134,6,5105,36.19986692400002,0.005,0.05,200,100,3,0.5,True,4,4_72
6,235.9046222432836,248.40078480233615,155,97,4,5106,40.75107886000001,0.005,0.05,200,100,3,0.5,True,4,4_72
7,134.06266925640497,128.9187043672639,197,134,3,5107,52.207493992000025,0.005,0.05,200,100,3,0.5,True,4,4_72
8,43.73135981756342,50.599050485203634,201,138,7,5108,62.895053247999954,0.005,0.05,200,100,3,0.5,True,4,4_72
9,109.2164596200336,98.16817207013956,152,95,4,5109,49.91744540799999,0.005,0.05,200,100,3,0.5,True,4,4_72
10,87.81545138445179,88.81591700538503,164,106,8,5110,50.45072164999999,0.005,0.05,200,100,3,0.5,True,4,4_72
11,153.01543941231066,146.727917486769,168,109,4,5111,48.573244930000044,0.005,0.05,200,100,3,0.5,True,4,4_72
12,150.32399135998148,166.69411918300656,152,91,1,5112,47.47631930200009,0.005,0.05,200,100,3,0.5,True,4,4_72
13,198.6041127753058,197.11203921038017,139,80,3,5113,32.36439223600007,0.005,0.05,200,100,3,0.5,True,4,4_72
14,229.60732604883134,221.01546135509628,140,88,4,5114,33.57836851600007,0.005,0.05,200,100,3,0.5,True,4,4_72
15,66.0265700249515,74.70531453385308,162,101,7,5115,33.739794810000035,0.005,0.05,200,100,3,0.5,True,4,4_72
16,142.43836428144596,127.93745511448078,157,97,1,5116,40.56913602100008,0.005,0.05,200,100,3,0.5,True,4,4_72
17,188.32561788600972,178.10657767074696,89,49,0,5117,21.250525653999944,0.005,0.05,200,100,3,0.5,True,4,4_72
18,183.74488142499905,160.86410704316017,158,103,9,5118,47.34121258599998,0.005,0.05,200,100,3,0.5,True,4,4_72
19,134.7963179523834,150.007622348965,152,94,5,5119,44.356083298000044,0.005,0.05,200,100,3,0.5,True,4,4_72
20,83.68865825990122,86.45062580309978,201,134,3,5120,53.944920550000006,0.005,0.05,200,100,3,0.5,True,4,4_72
21,224.68153610300683,215.81904279404586,74,26,2,5121,22.26988828200001,0.005,0.05,200,100,3,0.5,True,4,4_72
22,268.5798965288435,282.02182273829817,201,141,3,5122,62.75450296099996,0.005,0.05,200,100,3,0.5,True,4,4_72
23,239.38181164773533,232.4638594740757,140,81,6,5123,39.04562740099993,0.005,0.05,200,100,3,0.5,True,4,4_72
24,213.80035203211244,222.1482302653655,79,37,1,5124,17.06949910100002,0.005,0.05,200,100,3,0.5,True,4,4_72
25,156.18154619552408,166.2431698119676,152,90,1,5125,45.738267895000035,0.005,0.05,200,100,3,0.5,True,4,4_72
26,74.19351102136207,84.37201292373948,168,110,4,5126,40.585470085,0.005,0.05,200,100,3,0.5,True,4,4_72
