,TrueReward,ExpectedReward,NumActions,NumRepeatActions,NumImmediateRepeatActions,EnvSeed,Time,Tau,Cost,MaxActions,Steps,RolloutDepth,ExplorationCoeff,Discretize,Bins,EnvType
0,103.2213485126035,89.62966864371872,9,0,0,5300,15.530010149999999,0.005,1.0,200,1000,0,10.0,True,4,3_54
1,235.8116996021948,218.2435781450073,7,0,0,5301,11.448442735,0.005,1.0,200,1000,0,10.0,True,4,3_54
2,220.689318595584,234.02711283546992,12,0,0,5302,21.450829316,0.005,1.0,200,1000,0,10.0,True,4,3_54
3,202.53325274714285,180.75586635585285,11,0,0,5303,19.337853048,0.005,1.0,200,1000,0,10.0,True,4,3_54
4,162.3453437251364,138.7967853431604,10,0,0,5304,17.95016346300001,0.005,1.0,200,1000,0,10.0,True,4,3_54
5,265.9626290067271,220.6037722284419,4,0,0,5305,7.476656469999995,0.005,1.0,200,1000,0,10.0,True,4,3_54
6,255.06924047536705,261.3118638426794,14,0,0,5306,25.086757145000007,0.005,1.0,200,1000,0,10.0,True,4,3_54
7,136.4395012628417,117.52693531911373,12,0,0,5307,22.056501917999995,0.005,1.0,200,1000,0,10.0,True,4,3_54
8,238.25176443244118,256.83766997152856,12,0,0,5308,20.88022988200001,0.005,1.0,200,1000,0,10.0,True,4,3_54
9,160.32804012682655,107.55590225178946,9,1,1,5309,16.521518505000017,0.005,1.0,200,1000,0,10.0,True,4,3_54
10,48.81263014716556,16.268233760966933,11,0,0,5310,20.295777464999986,0.005,1.0,200,1000,0,10.0,True,4,3_54
11,164.76966449137115,141.10869224470343,11,0,0,5311,18.98861951699999,0.005,1.0,200,1000,0,10.0,True,4,3_54
12,270.01007360190863,299.49958077889335,6,0,0,5312,10.645672380000008,0.005,1.0,200,1000,0,10.0,True,4,3_54
13,106.1523177884512,112.59190104099588,10,0,0,5313,17.577574456999997,0.005,1.0,200,1000,0,10.0,True,4,3_54
14,139.1360534298284,131.798268884145,10,0,0,5314,18.39798730900003,0.005,1.0,200,1000,0,10.0,True,4,3_54
15,57.76923502479957,86.85212998580727,12,0,0,5315,22.692035230000045,0.005,1.0,200,1000,0,10.0,True,4,3_54
16,78.73551379724437,73.44651804037338,13,0,0,5316,23.58047720000002,0.005,1.0,200,1000,0,10.0,True,4,3_54
17,37.13565576156866,8.80875829933903,9,0,0,5317,16.893848612,0.005,1.0,200,1000,0,10.0,True,4,3_54
