,TrueReward,ExpectedReward,NumActions,NumRepeatActions,NumImmediateRepeatActions,EnvSeed,Time,Tau,Cost,MaxActions,Steps,RolloutDepth,ExplorationCoeff,Discretize,Bins,EnvType
0,259.14424548705864,262.23952039346887,146,85,5,5200,25.956080009999997,0.005,0.05,200,100,3,5.0,True,4,4_72
1,240.96781382997182,249.00393888152263,171,108,4,5201,31.055680252,0.005,0.05,200,100,3,5.0,True,4,4_72
2,411.5894351754896,414.7496682552023,164,100,5,5202,30.011812284,0.005,0.05,200,100,3,5.0,True,4,4_72
3,255.81571563963485,234.5831442232868,149,95,6,5203,27.153426706999994,0.005,0.05,200,100,3,5.0,True,4,4_72
4,182.02649125014423,183.59666627274197,143,88,2,5204,26.124466561000006,0.005,0.05,200,100,3,5.0,True,4,4_72
5,194.01911882369498,197.38051165083752,153,97,2,5205,27.290382765999993,0.005,0.05,200,100,3,5.0,True,4,4_72
6,182.573067360952,191.6702897177287,93,41,4,5206,16.195946514000013,0.005,0.05,200,100,3,5.0,True,4,4_72
7,30.487095806637917,35.163282566418104,139,87,1,5207,24.996391662000008,0.005,0.05,200,100,3,5.0,True,4,4_72
8,205.20925306845157,205.84678117650543,201,140,4,5208,35.84242476900002,0.005,0.05,200,100,3,5.0,True,4,4_72
9,145.85796930902126,154.94435820466728,140,91,4,5209,25.089823195999998,0.005,0.05,200,100,3,5.0,True,4,4_72
10,398.2566694862318,404.27303115368824,128,79,7,5210,22.27999102399997,0.005,0.05,200,100,3,5.0,True,4,4_72
11,357.1622535296472,351.0643771505966,110,63,5,5211,19.53172664600004,0.005,0.05,200,100,3,5.0,True,4,4_72
12,115.23129498620506,126.73643091956144,201,136,2,5212,36.28842315900005,0.005,0.05,200,100,3,5.0,True,4,4_72
13,56.68775773943498,67.29558684715258,129,72,3,5213,22.69470506900001,0.005,0.05,200,100,3,5.0,True,4,4_72
14,296.15888397859044,295.5403985051368,157,101,6,5214,26.880077080000035,0.005,0.05,200,100,3,5.0,True,4,4_72
15,298.06073047694576,294.00163788219555,108,53,3,5215,19.296910434999972,0.005,0.05,200,100,3,5.0,True,4,4_72
16,188.6311712719784,186.732152033099,151,97,2,5216,24.93522425499998,0.005,0.05,200,100,3,5.0,True,4,4_72
17,423.89206512683126,427.95651363738875,113,64,2,5217,20.018025706999993,0.005,0.05,200,100,3,5.0,True,4,4_72
18,226.56578314572752,222.2828893649181,97,54,3,5218,16.408408103,0.005,0.05,200,100,3,5.0,True,4,4_72
19,108.75478807905263,111.45392496910256,178,120,4,5219,30.579825057999983,0.005,0.05,200,100,3,5.0,True,4,4_72
20,238.53175645540233,222.9632378359009,201,135,3,5220,35.669605244000024,0.005,0.05,200,100,3,5.0,True,4,4_72
21,126.00667869228468,128.90764806580304,132,79,2,5221,23.508213426999987,0.005,0.05,200,100,3,5.0,True,4,4_72
22,189.48389182496567,200.54022216628888,201,133,3,5222,34.857869639,0.005,0.05,200,100,3,5.0,True,4,4_72
23,325.17570181279325,308.3767446498496,121,75,6,5223,20.589742733000094,0.005,0.05,200,100,3,5.0,True,4,4_72
24,205.06007128088692,204.56147335761983,152,97,5,5224,25.64897057600001,0.005,0.05,200,100,3,5.0,True,4,4_72
25,-116.44929281156158,-113.74150414907793,181,115,1,5225,32.253747000999965,0.005,0.05,200,100,3,5.0,True,4,4_72
26,216.0747794466438,211.30692352944112,134,83,5,5226,22.539083518999973,0.005,0.05,200,100,3,5.0,True,4,4_72
27,186.59423641685635,178.38975756904335,143,90,6,5227,24.326147553000055,0.005,0.05,200,100,3,5.0,True,4,4_72
28,140.57439777801687,138.37203002511976,181,119,8,5228,32.49787395300007,0.005,0.05,200,100,3,5.0,True,4,4_72
29,199.14442098229142,200.918123564146,130,78,3,5229,22.588138168,0.005,0.05,200,100,3,5.0,True,4,4_72
30,223.49466174457012,229.33004447301363,147,91,1,5230,25.26765983100006,0.005,0.05,200,100,3,5.0,True,4,4_72
31,6.102052463950713,1.365361243084071,150,94,5,5231,25.89153211300004,0.005,0.05,200,100,3,5.0,True,4,4_72
32,181.5710738135791,180.50158876805227,71,39,2,5232,11.195246908000058,0.005,0.05,200,100,3,5.0,True,4,4_72
33,151.42586347596676,140.29997066719054,113,61,3,5233,20.025771762999966,0.005,0.05,200,100,3,5.0,True,4,4_72
34,188.2670153631583,214.98474266086893,135,77,3,5234,23.61128256300003,0.005,0.05,200,100,3,5.0,True,4,4_72
35,235.99215213221376,233.29572500819265,160,104,4,5235,27.596872987999973,0.005,0.05,200,100,3,5.0,True,4,4_72
36,127.70212947235832,115.44383593835212,126,79,0,5236,22.45862342500004,0.005,0.05,200,100,3,5.0,True,4,4_72
37,128.90970638496034,111.2348141633819,168,104,4,5237,29.180460055000026,0.005,0.05,200,100,3,5.0,True,4,4_72
38,169.68648322454985,183.07670344346755,148,91,3,5238,25.97354423799993,0.005,0.05,200,100,3,5.0,True,4,4_72
39,-49.200371838759665,-46.53108717365894,152,95,6,5239,26.681357096999932,0.005,0.05,200,100,3,5.0,True,4,4_72
40,-3.0802533553407248,3.239272552045951,148,91,8,5240,23.52140901000007,0.005,0.05,200,100,3,5.0,True,4,4_72
41,317.6711630066644,309.57794845173413,151,95,6,5241,26.383172563000016,0.005,0.05,200,100,3,5.0,True,4,4_72
42,151.74008960932238,159.25783558126628,148,90,2,5242,26.67843849100018,0.005,0.05,200,100,3,5.0,True,4,4_72
43,260.2968349691253,277.3382201559357,137,81,2,5243,25.548353664999922,0.005,0.05,200,100,3,5.0,True,4,4_72
44,134.06279019003594,146.37874873721265,137,80,3,5244,21.947415697999986,0.005,0.05,200,100,3,5.0,True,4,4_72
45,226.19450355836244,215.63452752409222,126,76,4,5245,22.883188440999902,0.005,0.05,200,100,3,5.0,True,4,4_72
46,49.292467128919036,42.66614844076874,134,81,2,5246,24.31922875699979,0.005,0.05,200,100,3,5.0,True,4,4_72
47,104.39992179333267,94.97863169088076,156,99,5,5247,28.073828165000123,0.005,0.05,200,100,3,5.0,True,4,4_72
48,124.28649132300617,135.66832244072154,189,125,7,5248,32.94592722499988,0.005,0.05,200,100,3,5.0,True,4,4_72
49,317.4140390586013,319.5061989095076,138,80,2,5249,21.95017361600003,0.005,0.05,200,100,3,5.0,True,4,4_72
50,130.22458381251244,131.6989846547859,137,83,5,5250,25.161466032000135,0.005,0.05,200,100,3,5.0,True,4,4_72
51,193.55854770209683,171.44185313892473,138,86,2,5251,21.913136026000075,0.005,0.05,200,100,3,5.0,True,4,4_72
52,125.70069735693389,131.27661045103673,145,89,3,5252,26.488748414000156,0.005,0.05,200,100,3,5.0,True,4,4_72
53,429.26838903192487,438.06974081709484,129,77,6,5253,23.602726706000112,0.005,0.05,200,100,3,5.0,True,4,4_72
54,354.49588352173447,338.6118264800754,34,11,1,5254,5.295451601999957,0.005,0.05,200,100,3,5.0,True,4,4_72
55,52.94945315687964,52.145376291593095,198,137,3,5255,35.03737911999997,0.005,0.05,200,100,3,5.0,True,4,4_72
56,412.3943636508541,408.45572800561365,155,99,8,5256,24.264027386999942,0.005,0.05,200,100,3,5.0,True,4,4_72
57,301.91195489538256,307.35264817877015,138,85,3,5257,25.48975614400001,0.005,0.05,200,100,3,5.0,True,4,4_72
