,TrueReward,ExpectedReward,NumActions,NumRepeatActions,NumImmediateRepeatActions,EnvSeed,Time,Tau,Cost,MaxActions,Steps,RolloutDepth,ExplorationCoeff,Discretize,Bins,EnvType
0,191.37890081254494,206.5165726572192,14,6,1,5000,3.1997378289999996,0.005,1.0,200,100,0,50.0,True,4,2_36
1,102.37894647235066,23.19009541791422,5,0,0,5001,1.0592139309999995,0.005,1.0,200,100,0,50.0,True,4,2_36
2,125.84310304434098,104.25518952691206,17,5,2,5002,4.286450671,0.005,1.0,200,100,0,50.0,True,4,2_36
3,86.98796840206299,117.7466466605373,7,1,0,5003,1.7184305500000008,0.005,1.0,200,100,0,50.0,True,4,2_36
4,114.09200949311433,97.09037015624942,6,0,0,5004,1.3264807110000003,0.005,1.0,200,100,0,50.0,True,4,2_36
5,94.04613708943981,89.29783807783048,18,6,0,5005,4.252658986,0.005,1.0,200,100,0,50.0,True,4,2_36
6,156.13098319319232,145.03828630449667,10,3,1,5006,2.273903539999999,0.005,1.0,200,100,0,50.0,True,4,2_36
7,41.01528961854411,44.801026539480205,17,8,4,5007,4.136415762000002,0.005,1.0,200,100,0,50.0,True,4,2_36
8,12.601120844145626,-0.3737598522057368,18,8,1,5008,4.3357386779999985,0.005,1.0,200,100,0,50.0,True,4,2_36
9,126.55826512696541,113.66573260387361,19,7,1,5009,4.445752364999997,0.005,1.0,200,100,0,50.0,True,4,2_36
10,82.03787204468102,115.37710241327419,12,1,1,5010,2.794151393,0.005,1.0,200,100,0,50.0,True,4,2_36
11,137.2062291962085,175.6136052132004,11,0,0,5011,2.262560874000002,0.005,1.0,200,100,0,50.0,True,4,2_36
12,13.91184423804236,16.75474794755434,13,1,0,5012,2.8525202379999968,0.005,1.0,200,100,0,50.0,True,4,2_36
13,114.13976146785016,91.30678471709729,13,1,0,5013,2.6692100579999973,0.005,1.0,200,100,0,50.0,True,4,2_36
14,-8.90133195554526,-16.625436581475775,16,4,2,5014,3.444050466,0.005,1.0,200,100,0,50.0,True,4,2_36
15,60.897172541589526,90.17603250168145,14,5,2,5015,2.883012033,0.005,1.0,200,100,0,50.0,True,4,2_36
16,-10.025666906175353,-9.61232237386271,18,2,1,5016,3.8890947229999995,0.005,1.0,200,100,0,50.0,True,4,2_36
17,172.2509625942874,170.22868963950603,19,7,0,5017,3.9035070700000034,0.005,1.0,200,100,0,50.0,True,4,2_36
18,-152.57145917531204,-156.2732851164603,9,1,1,5018,2.0422762759999955,0.005,1.0,200,100,0,50.0,True,4,2_36
19,102.04462856065561,86.21744268182702,11,1,0,5019,2.3170245040000026,0.005,1.0,200,100,0,50.0,True,4,2_36
20,147.24771056582068,136.3940281272164,6,1,0,5020,1.2618710980000074,0.005,1.0,200,100,0,50.0,True,4,2_36
21,182.5933353562204,178.46191965439235,12,1,0,5021,2.6673077180000035,0.005,1.0,200,100,0,50.0,True,4,2_36
22,76.81047176444818,94.2498543025738,18,2,2,5022,3.7912993620000037,0.005,1.0,200,100,0,50.0,True,4,2_36
23,-27.50958576137809,2.1492497510645734,9,1,1,5023,2.061147550000001,0.005,1.0,200,100,0,50.0,True,4,2_36
24,-33.88495618779048,16.097612883079563,16,3,0,5024,3.3593565609999985,0.005,1.0,200,100,0,50.0,True,4,2_36
25,125.49600891378861,122.06872631808568,19,7,1,5025,4.218814378000005,0.005,1.0,200,100,0,50.0,True,4,2_36
26,128.25687516773885,114.00813760958863,11,1,0,5026,2.3302078460000075,0.005,1.0,200,100,0,50.0,True,4,2_36
27,90.32602345569545,112.65137309257534,18,2,1,5027,3.717536433999996,0.005,1.0,200,100,0,50.0,True,4,2_36
28,247.6939967249337,226.48955389540805,9,2,0,5028,1.9745227850000049,0.005,1.0,200,100,0,50.0,True,4,2_36
