,TrueReward,ExpectedReward,NumActions,NumRepeatActions,NumImmediateRepeatActions,EnvSeed,Time,EnvType,Cost
0,284.1876192716726,271.18548032164256,14,1,0,1500,56.71347859,4_72,0.05
1,200.07457216976147,238.49551533783142,10,0,0,1501,44.72126482,4_72,0.05
2,189.92949860031982,194.22114584183615,9,0,0,1502,38.47333284999999,4_72,0.05
3,337.20111825955746,329.6896112557447,13,2,0,1503,54.064747160000024,4_72,0.05
4,259.1861068226551,247.68640935041432,8,1,1,1504,32.44584376,4_72,0.05
5,207.00881745332134,231.03874539625605,17,0,0,1505,67.07363063000003,4_72,0.05
6,346.11476166205017,288.98000172229405,8,0,0,1506,32.54219796000001,4_72,0.05
7,54.250474150167285,99.55692347160299,21,0,0,1507,85.4833026,4_72,0.05
8,354.54669157999564,339.6483916928613,5,0,0,1508,20.25162745,4_72,0.05
9,178.02333125786294,166.21416983344162,25,6,0,1509,102.51866019000005,4_72,0.05
10,143.4911621532577,179.36992141914112,19,4,0,1510,79.26213253000003,4_72,0.05
11,11.390978548602563,8.273366594073204,20,3,0,1511,84.30011414,4_72,0.05
12,236.86907363862963,242.43788637757626,16,0,0,1512,65.54130734,4_72,0.05
13,239.63465810665502,246.37911971759823,14,0,0,1513,58.04423526000005,4_72,0.05
14,89.25514597888312,84.38414325064402,29,7,0,1514,125.53811144999997,4_72,0.05
15,522.2436690387865,480.18457403774914,9,0,0,1515,38.40221666000002,4_72,0.05
16,377.26340669454555,367.5748244770465,15,2,0,1516,62.971403099999975,4_72,0.05
17,52.97054396781792,64.4918861038652,18,0,0,1517,73.84925132000012,4_72,0.05
18,215.1936982199107,182.713581338566,15,2,0,1518,60.71922943000004,4_72,0.05
19,315.4590192616307,299.88469609687894,8,0,0,1519,29.41696638999997,4_72,0.05
20,82.73800359112845,66.4066724571181,17,4,0,1520,69.62170329000014,4_72,0.05
21,83.72442671027154,85.73131949577014,11,0,0,1521,46.93274494000002,4_72,0.05
22,106.1548028538769,116.44474167003811,16,2,0,1522,66.88137862999997,4_72,0.05
23,187.97925151950622,157.98245852333054,22,2,0,1523,93.13166518000003,4_72,0.05
24,444.88248731815463,393.6275849206041,10,0,0,1524,39.034248429999934,4_72,0.05
25,253.87766872425456,242.80724473784147,9,0,0,1525,34.68954110000004,4_72,0.05
26,128.04305535641768,89.70919812722707,20,0,0,1526,82.21615971999995,4_72,0.05
27,254.32323663225958,285.3382695478065,7,0,0,1527,28.60466982999992,4_72,0.05
28,203.41622221263012,192.64953959293973,24,4,0,1528,102.04925005999985,4_72,0.05
29,122.27346403663319,190.84399382004935,14,0,0,1529,56.86125430999982,4_72,0.05
30,54.255574019779196,17.280455062214465,16,3,0,1530,65.19940874000008,4_72,0.05
31,79.00445058133026,86.96109550927123,9,0,0,1531,35.03737696999997,4_72,0.05
32,106.1508692951217,105.36315354673913,11,0,0,1532,43.378041420000045,4_72,0.05
33,442.8364694721814,407.6228422599432,4,0,0,1533,15.504214909999973,4_72,0.05
34,75.7986949988108,110.34998671466126,11,0,0,1534,46.30872822000015,4_72,0.05
35,224.55220478200852,240.3976893377797,5,0,0,1535,21.45082315000036,4_72,0.05
36,270.54559423719786,288.9938088199329,8,0,0,1536,38.242417079999996,4_72,0.05
37,404.6640238975575,356.6824297247302,6,0,0,1537,25.95212051000044,4_72,0.05
38,246.0736163049654,227.18916961534308,5,0,0,1538,20.316473790000146,4_72,0.05
39,211.88993436592193,147.05478794895348,20,0,0,1539,78.94373452000036,4_72,0.05
40,105.37408846093464,94.12456299764322,19,0,0,1540,74.93570043999989,4_72,0.05
41,166.84869707262038,165.58234403135825,13,0,0,1541,58.63449651000019,4_72,0.05
42,90.78618545777404,89.53836263467902,13,0,0,1542,54.72383917000025,4_72,0.05
43,210.23970108936842,212.27740061339236,12,0,0,1543,47.87836844000003,4_72,0.05
44,479.7322080601676,503.4017140695309,7,0,0,1544,28.544838819999768,4_72,0.05
45,-40.429539442047655,-50.13152786386313,22,1,0,1545,88.14890017000016,4_72,0.05
46,356.1121467875426,357.78184205430983,14,3,0,1546,62.606989180000255,4_72,0.05
47,199.86102142605904,167.5902896762249,13,0,0,1547,57.017059060000065,4_72,0.05
48,194.99021555056487,187.42669446938703,17,3,0,1548,67.41655218000005,4_72,0.05
49,299.6191034184591,339.97478227763986,14,2,0,1549,52.08348632999969,4_72,0.05
