,TrueReward,ExpectedReward,NumActions,NumRepeatActions,NumImmediateRepeatActions,EnvSeed,Time,EnvType,Cost
0,-9.498742730664063,-22.078112924991387,14,0,0,2500,25.045172074999996,3_54,1.0
1,279.4317751762219,274.76952691652093,7,0,0,2501,12.765370159000003,3_54,1.0
2,1.2346126080016369,8.44923982517546,15,0,0,2502,26.920789688000006,3_54,1.0
3,278.9674954034912,267.67438663458546,3,0,0,2503,5.359635882999996,3_54,1.0
4,348.44258080193924,338.6535979992261,10,0,0,2504,18.092400194999996,3_54,1.0
5,-21.020522750263524,20.286374198103182,27,0,0,2505,48.79076698499999,3_54,1.0
6,194.13520377417967,171.9235597976926,12,0,0,2506,21.755111225999997,3_54,1.0
7,144.00028663401451,145.84833504376178,12,0,0,2507,21.617280203000007,3_54,1.0
8,155.97215181636716,156.26589925863027,6,0,0,2508,10.882413643999996,3_54,1.0
9,258.5777157348334,226.88978559507808,10,0,0,2509,18.055011318999988,3_54,1.0
10,131.0456286622239,126.49669935100121,12,0,0,2510,21.50083415200001,3_54,1.0
11,273.3554431406291,211.61728885590063,9,0,0,2511,16.286848489999983,3_54,1.0
12,76.48142769487261,91.65397393012816,12,0,0,2512,21.698838284000004,3_54,1.0
13,150.28911094426945,87.90645199546147,10,0,0,2513,17.96785808599998,3_54,1.0
14,155.38809491370978,191.26274738465503,10,0,0,2514,17.98573659500005,3_54,1.0
15,244.72890367446567,224.60751043274047,8,0,0,2515,14.545873196999992,3_54,1.0
16,126.7910206206684,116.97978659353063,19,0,0,2516,34.276669089999984,3_54,1.0
17,211.68273309061294,211.72570350845416,9,0,0,2517,16.147817873000008,3_54,1.0
18,237.35066875799737,262.2916678277518,10,0,0,2518,18.37952298099998,3_54,1.0
19,118.98497203114601,126.19405980711696,14,0,0,2519,25.084688427999993,3_54,1.0
20,172.08918860100164,183.03725536076917,7,0,0,2520,12.550918875999969,3_54,1.0
21,98.85742149813957,131.35312617795202,13,0,0,2521,23.40142605799997,3_54,1.0
22,222.6478682088097,224.5532449549365,8,0,0,2522,14.70584924100001,3_54,1.0
23,291.1054516899484,262.88261565553546,8,0,0,2523,14.212599705999992,3_54,1.0
24,58.29516851541159,53.412360188116686,10,0,0,2524,18.05179887500003,3_54,1.0
25,126.93444477728951,150.0401464963433,10,0,0,2525,17.947421264999946,3_54,1.0
26,151.11038301764376,113.28900276939378,12,2,1,2526,21.821785784999975,3_54,1.0
27,210.36502713235376,194.4872116592399,10,0,0,2527,18.163599736000037,3_54,1.0
28,142.5660049337214,130.67003187554556,12,0,0,2528,21.617710896000062,3_54,1.0
29,70.81574029343506,32.410624549059236,12,0,0,2529,21.553144730999975,3_54,1.0
30,113.55573390800743,136.80587117852912,10,0,0,2530,17.969998466999982,3_54,1.0
31,22.576201722806516,5.148765875652195,12,0,0,2531,22.014411949000078,3_54,1.0
32,44.91519265630308,63.096514765102526,13,0,0,2532,23.395475798000007,3_54,1.0
33,157.84748039286347,176.7459555268539,7,0,0,2533,12.522842099999934,3_54,1.0
34,103.1992684797801,125.15768865575211,22,3,0,2534,39.81093420499997,3_54,1.0
35,193.19708953613105,188.1054964160219,6,0,0,2535,10.632045122000022,3_54,1.0
36,139.1425107383929,137.1228218783108,6,0,0,2536,11.161787862999972,3_54,1.0
37,221.683493138848,251.56940148866659,5,0,0,2537,9.044720792000021,3_54,1.0
38,125.1114793203761,147.75386598206225,5,0,0,2538,9.015379800999995,3_54,1.0
39,211.13674695510645,212.59214034594555,10,0,0,2539,17.938290929000004,3_54,1.0
40,208.12872893556812,208.3893816126414,10,0,0,2540,17.899968866999984,3_54,1.0
41,169.94525910460055,183.8580156046789,13,0,0,2541,23.415074318000052,3_54,1.0
42,10.165015391189485,27.641547675188235,18,0,0,2542,32.82473149500004,3_54,1.0
43,85.8078021112671,41.06789827099362,11,0,0,2543,20.00432281299993,3_54,1.0
44,514.3255644682107,494.8541396876359,3,0,0,2544,5.315942108999934,3_54,1.0
