,TrueReward,ExpectedReward,NumActions,NumRepeatActions,NumImmediateRepeatActions,EnvSeed,Time,Tau,Cost,MaxActions,Steps,RolloutDepth,ExplorationCoeff,Discretize,Bins,EnvType
0,248.1391388027562,222.87592579602384,54,15,1,2050,1249.621772194,0.005,0.05,200,5000,3,5.0,True,4,5_90
1,184.69148170992662,187.2849800039685,55,17,0,2051,1330.027878064,0.005,0.05,200,5000,3,5.0,True,4,5_90
2,327.63029073224413,315.77863344949077,58,19,1,2052,1323.422085661,0.005,0.05,200,5000,3,5.0,True,4,5_90
3,534.3069975213124,556.3872756925159,40,9,0,2053,967.8279180759996,0.005,0.05,200,5000,3,5.0,True,4,5_90
4,150.1125565294518,167.36096342111128,44,13,2,2054,1059.7435828219996,0.005,0.05,200,5000,3,5.0,True,4,5_90
5,232.70216269257742,232.65457904920015,48,14,0,2055,1140.538200637,0.005,0.05,200,5000,3,5.0,True,4,5_90
6,270.15681103105624,280.9947032318211,53,16,0,2056,916.8225759999996,0.005,0.05,200,5000,3,5.0,True,4,5_90
7,71.25846993716696,79.6764613856323,44,14,1,2057,727.7047179120009,0.005,0.05,200,5000,3,5.0,True,4,5_90
8,421.24021068169714,416.74438306617685,42,13,0,2058,638.8041781259999,0.005,0.05,200,5000,3,5.0,True,4,5_90
9,37.17938780454618,24.476253220700922,41,11,0,2059,627.2308900869994,0.005,0.05,200,5000,3,5.0,True,4,5_90
10,389.1567176366858,385.488840352281,59,20,1,2060,809.7993981290001,0.005,0.05,200,5000,3,5.0,True,4,5_90
11,103.25594997486719,118.96998201808273,47,13,2,2061,690.0559479330004,0.005,0.05,200,5000,3,5.0,True,4,5_90
12,177.4649615738044,152.95786734764783,28,6,2,2062,423.8746495410014,0.005,0.05,200,5000,3,5.0,True,4,5_90
13,161.22522791454134,167.5092267383893,42,11,1,2063,627.9041136939995,0.005,0.05,200,5000,3,5.0,True,4,5_90
14,224.28606167403476,203.89752318005534,31,10,1,2064,443.9168231019994,0.005,0.05,200,5000,3,5.0,True,4,5_90
