,TrueReward,ExpectedReward,NumActions,NumRepeatActions,NumImmediateRepeatActions,EnvSeed,Time,Tau,Cost,MaxActions,Steps,RolloutDepth,ExplorationCoeff,Discretize,Bins,EnvType
0,233.3618288819194,237.37478332648598,201,191,14,0,3.3001560299999997,0.005,0.05,200,10,3,100.0,True,4,3_54
1,128.70834522631728,134.87439137761075,201,190,22,1,2.8549996990000004,0.005,0.05,200,10,3,100.0,True,4,3_54
2,-21.22535319940797,-10.050000000000008,201,190,14,2,2.8491343600000008,0.005,0.05,200,10,3,100.0,True,4,3_54
3,-52.04091431788253,-10.050000000000008,201,190,27,3,3.008279192,0.005,0.05,200,10,3,100.0,True,4,3_54
4,-81.09699032346003,-10.050000000000008,201,190,20,4,2.835026054000002,0.005,0.05,200,10,3,100.0,True,4,3_54
5,75.08085679228239,78.34594319335356,201,190,21,5,3.01693517,0.005,0.05,200,10,3,100.0,True,4,3_54
6,6.758033160333106,-10.050000000000008,201,190,14,6,2.8508823439999986,0.005,0.05,200,10,3,100.0,True,4,3_54
7,26.632559492741457,-10.050000000000008,201,190,16,7,3.405061563999997,0.005,0.05,200,10,3,100.0,True,4,3_54
8,-95.00739814055524,-10.050000000000008,201,190,19,8,2.9160875510000004,0.005,0.05,200,10,3,100.0,True,4,3_54
9,-1.74422998939872,-10.050000000000008,201,190,18,9,2.8268780599999985,0.005,0.05,200,10,3,100.0,True,4,3_54
10,53.772640758189056,82.61923609025096,201,190,19,10,3.0178911090000042,0.005,0.05,200,10,3,100.0,True,4,3_54
11,19.386777974293203,-10.050000000000008,201,190,15,11,2.8673778250000055,0.005,0.05,200,10,3,100.0,True,4,3_54
12,111.2737231117716,114.29254249017909,201,191,33,12,3.0409174649999997,0.005,0.05,200,10,3,100.0,True,4,3_54
13,199.06571542730643,199.31472935010137,201,190,25,13,2.915775977999999,0.005,0.05,200,10,3,100.0,True,4,3_54
14,13.079474622035846,-10.050000000000008,201,190,24,14,3.1137034270000044,0.005,0.05,200,10,3,100.0,True,4,3_54
15,16.965025194318862,10.05323130577619,201,190,24,15,2.8743765480000008,0.005,0.05,200,10,3,100.0,True,4,3_54
16,-21.84533994522988,-10.050000000000008,201,190,12,16,2.8252509240000023,0.005,0.05,200,10,3,100.0,True,4,3_54
17,158.90844796530266,170.85175089110405,201,191,26,17,2.9443489069999984,0.005,0.05,200,10,3,100.0,True,4,3_54
18,92.11298989714521,90.15396020671254,201,190,26,18,3.1211247389999954,0.005,0.05,200,10,3,100.0,True,4,3_54
19,-24.779935436017617,-3.126194633620826,201,190,20,19,2.8769787709999974,0.005,0.05,200,10,3,100.0,True,4,3_54
20,29.25942223204661,-10.050000000000008,201,190,19,20,3.209019119000004,0.005,0.05,200,10,3,100.0,True,4,3_54
21,162.43160785524236,73.36417593319355,201,190,18,21,3.017563025000001,0.005,0.05,200,10,3,100.0,True,4,3_54
22,-14.459512225504117,-10.050000000000008,201,190,23,22,3.0757748150000026,0.005,0.05,200,10,3,100.0,True,4,3_54
23,82.51993521032267,75.03127272608224,201,190,12,23,2.8503132400000055,0.005,0.05,200,10,3,100.0,True,4,3_54
24,167.61227896849545,-10.050000000000008,201,190,18,24,2.8729063650000057,0.005,0.05,200,10,3,100.0,True,4,3_54
25,167.40198489804538,-10.050000000000008,201,190,13,25,2.898828660999996,0.005,0.05,200,10,3,100.0,True,4,3_54
26,-41.73909973415863,-10.050000000000008,201,190,14,26,2.933136208999997,0.005,0.05,200,10,3,100.0,True,4,3_54
27,30.188526256791597,36.482130065769766,201,190,21,27,3.444779524000012,0.005,0.05,200,10,3,100.0,True,4,3_54
28,56.159068694401505,47.11026477983459,201,190,20,28,2.9032757599999997,0.005,0.05,200,10,3,100.0,True,4,3_54
29,132.90478670200264,123.47477878362021,201,190,32,29,2.9825870810000055,0.005,0.05,200,10,3,100.0,True,4,3_54
30,36.7608864750478,54.566792325981716,201,190,20,30,2.885703251999999,0.005,0.05,200,10,3,100.0,True,4,3_54
31,100.65365469683962,-10.050000000000008,201,190,21,31,2.887559543000009,0.005,0.05,200,10,3,100.0,True,4,3_54
32,170.61625437066482,169.9092193125112,201,191,23,32,2.924956813999998,0.005,0.05,200,10,3,100.0,True,4,3_54
33,-4.629288108195539,-1.9180355840296877,201,190,22,33,3.3232100250000087,0.005,0.05,200,10,3,100.0,True,4,3_54
34,4.207423463440579,-10.050000000000008,201,190,22,34,3.2809115299999974,0.005,0.05,200,10,3,100.0,True,4,3_54
35,79.42300843705175,-10.050000000000008,201,190,26,35,2.972332972999993,0.005,0.05,200,10,3,100.0,True,4,3_54
36,80.50135104418322,-10.050000000000008,201,190,23,36,3.0339380570000003,0.005,0.05,200,10,3,100.0,True,4,3_54
37,179.31035961432715,176.09478689318075,201,191,20,37,3.0445049499999897,0.005,0.05,200,10,3,100.0,True,4,3_54
38,158.55885173723732,163.40657275076197,201,191,27,38,2.959224293999995,0.005,0.05,200,10,3,100.0,True,4,3_54
39,98.715288309389,99.85400373365245,201,190,24,39,3.3697038740000096,0.005,0.05,200,10,3,100.0,True,4,3_54
40,64.54924417395378,-10.050000000000008,201,190,33,40,2.8346034270000047,0.005,0.05,200,10,3,100.0,True,4,3_54
41,59.39388259749389,64.72764023078354,201,190,22,41,3.0677037170000148,0.005,0.05,200,10,3,100.0,True,4,3_54
42,50.88743360617123,40.21694095370147,201,190,16,42,2.8201035390000015,0.005,0.05,200,10,3,100.0,True,4,3_54
43,127.61142471360199,117.72973335488113,201,190,20,43,2.925569863999982,0.005,0.05,200,10,3,100.0,True,4,3_54
