,TrueReward,ExpectedReward,NumActions,NumRepeatActions,NumImmediateRepeatActions,EnvSeed,Time,Tau,Cost,MaxActions,Steps,RolloutDepth,ExplorationCoeff,Discretize,Bins,EnvType
0,-24.708539705657323,-22.23284491800901,48,23,1,1550,959.479983775,0.005,0.05,200,5000,0,5.0,True,4,2_36
1,48.729727175931416,57.43350418197851,29,13,1,1551,486.839912582,0.005,0.05,200,5000,0,5.0,True,4,2_36
2,82.65231619523621,84.05851677679925,38,15,1,1552,689.4231911279999,0.005,0.05,200,5000,0,5.0,True,4,2_36
3,187.42755349318946,157.4336362530272,27,9,0,1553,582.9162273729999,0.005,0.05,200,5000,0,5.0,True,4,2_36
4,-98.9605652246527,37.93570253832627,47,17,0,1554,1027.207527424,0.005,0.05,200,5000,0,5.0,True,4,2_36
5,30.695514728979695,28.030658546838225,31,14,2,1555,671.0000159749998,0.005,0.05,200,5000,0,5.0,True,4,2_36
6,243.82167397995067,253.0733268453179,38,16,1,1556,761.4082140669998,0.005,0.05,200,5000,0,5.0,True,4,2_36
7,45.054492054731185,52.93503574919766,36,14,1,1557,798.9389205590005,0.005,0.05,200,5000,0,5.0,True,4,2_36
8,223.8447984515179,220.2088969290312,30,14,1,1558,640.1622886239993,0.005,0.05,200,5000,0,5.0,True,4,2_36
9,87.0434767336809,87.79589686362853,35,12,0,1559,712.0865142319999,0.005,0.05,200,5000,0,5.0,True,4,2_36
10,122.85574954180326,114.00673492874394,33,15,0,1560,719.467378196,0.005,0.05,200,5000,0,5.0,True,4,2_36
11,182.09313942992753,164.88322496573923,27,12,2,1561,596.2137200660009,0.005,0.05,200,5000,0,5.0,True,4,2_36
12,297.86759807400296,81.32024355452785,17,2,0,1562,405.1955298649991,0.005,0.05,200,5000,0,5.0,True,4,2_36
13,311.9807852302765,330.97169457713665,21,8,1,1563,469.12252650200026,0.005,0.05,200,5000,0,5.0,True,4,2_36
14,234.6316973613633,209.04105618923072,61,31,3,1564,1239.1257703740011,0.005,0.05,200,5000,0,5.0,True,4,2_36
15,36.91607626542162,73.08956259018362,79,48,1,1565,1596.7306960450005,0.005,0.05,200,5000,0,5.0,True,4,2_36
16,148.93750514822807,166.5809037524558,38,16,1,1566,747.2399945050001,0.005,0.05,200,5000,0,5.0,True,4,2_36
17,13.92747966531233,10.576493753919854,37,14,1,1567,798.864499837,0.005,0.05,200,5000,0,5.0,True,4,2_36
18,77.82666118115448,64.1656119545429,52,26,4,1568,844.7857122330006,0.005,0.05,200,5000,0,5.0,True,4,2_36
19,109.00354380262124,124.48154481557455,32,13,3,1569,714.2995432669995,0.005,0.05,200,5000,0,5.0,True,4,2_36
